fecha,importe_nominal,descripcion,CLASIFICACION,registro_id,descripcion_normalizada,es_sintetico,motivo,semana_inicio
2022-07-04,65.697,CASO1_PROMEDIO_ASUMIDO_REAL_HARINA,HARINA,2089,CASO1_PROMEDIO_ASUMIDO_REAL_HARINA,False,,2022-07-04
2022-07-04,1.811,CASO1_PROMEDIO_ASUMIDO_REAL_HORNEADO,HORNEADO,2090,CASO1_PROMEDIO_ASUMIDO_REAL_HORNEADO,False,,2022-07-04
2022-07-04,17.667,CASO1_PROMEDIO_ASUMIDO_REAL_HUEVO,HUEVO,2091,CASO1_PROMEDIO_ASUMIDO_REAL_HUEVO,False,,2022-07-04
2022-07-04,0.292,CASO1_PROMEDIO_ASUMIDO_REAL_JARABE,JARABE,2092,CASO1_PROMEDIO_ASUMIDO_REAL_JARABE,False,,2022-07-04
2022-07-04,0.318,CASO1_PROMEDIO_ASUMIDO_REAL_LECHE EN POLVO,LECHE EN POLVO,2093,CASO1_PROMEDIO_ASUMIDO_REAL_LECHE EN POLVO,False,,2022-07-04
2022-07-04,1.0,CASO1_PROMEDIO_ASUMIDO_REAL_LECHERA,LECHERA,2094,CASO1_PROMEDIO_ASUMIDO_REAL_LECHERA,False,,2022-07-04
2022-07-04,4.14,CASO1_PROMEDIO_ASUMIDO_REAL_LICORES,LICORES,2095,CASO1_PROMEDIO_ASUMIDO_REAL_LICORES,False,,2022-07-04
2022-07-04,0.143,CASO1_PROMEDIO_ASUMIDO_REAL_MANTECA VEGETAL,MANTECA VEGETAL,2096,CASO1_PROMEDIO_ASUMIDO_REAL_MANTECA VEGETAL,False,,2022-07-04
2022-07-04,11.634,CASO1_PROMEDIO_ASUMIDO_REAL_MANTEQUILLA,MANTEQUILLA,2097,CASO1_PROMEDIO_ASUMIDO_REAL_MANTEQUILLA,False,,2022-07-04
2022-07-04,8.336,CASO1_PROMEDIO_ASUMIDO_REAL_NO DEFINIDO,NO DEFINIDO,2098,CASO1_PROMEDIO_ASUMIDO_REAL_NO DEFINIDO,False,,2022-07-04
2022-07-04,12.726,CASO1_PROMEDIO_ASUMIDO_REAL_OTROS,OTROS,2099,CASO1_PROMEDIO_ASUMIDO_REAL_OTROS,False,,2022-07-04
2022-07-04,12.058,CASO1_PROMEDIO_ASUMIDO_REAL_QUESO CREMA,QUESO CREMA,2100,CASO1_PROMEDIO_ASUMIDO_REAL_QUESO CREMA,False,,2022-07-04
2022-07-04,41.191,CASO1_PROMEDIO_ASUMIDO_REAL_RELLENO,RELLENO,2101,CASO1_PROMEDIO_ASUMIDO_REAL_RELLENO,False,,2022-07-04
2022-07-04,4.4,CASO1_PROMEDIO_ASUMIDO_REAL_ROYALICING,ROYALICING,2102,CASO1_PROMEDIO_ASUMIDO_REAL_ROYALICING,False,,2022-07-04
2022-07-04,0.097,CASO1_PROMEDIO_ASUMIDO_REAL_SABORIZANTE,SABORIZANTE,2103,CASO1_PROMEDIO_ASUMIDO_REAL_SABORIZANTE,False,,2022-07-04
2022-07-04,6.415,CASO1_PROMEDIO_ASUMIDO_REAL_TRANSFER,TRANSFER,2104,CASO1_PROMEDIO_ASUMIDO_REAL_TRANSFER,False,,2022-07-04
2022-07-11,5.893,CASO1_PROMEDIO_ASUMIDO_REAL_ACEITE,ACEITE,2105,CASO1_PROMEDIO_ASUMIDO_REAL_ACEITE,False,,2022-07-11
2022-07-11,1.361,CASO1_PROMEDIO_ASUMIDO_REAL_ADMINISTRACION,ADMINISTRACION,2106,CASO1_PROMEDIO_ASUMIDO_REAL_ADMINISTRACION,False,,2022-07-11
2022-07-11,18.178,CASO1_PROMEDIO_ASUMIDO_REAL_AMBIANTE,AMBIANTE,2107,CASO1_PROMEDIO_ASUMIDO_REAL_AMBIANTE,False,,2022-07-11
2022-07-11,3.826,CASO1_PROMEDIO_ASUMIDO_REAL_AZUCAR,AZUCAR,2108,CASO1_PROMEDIO_ASUMIDO_REAL_AZUCAR,False,,2022-07-11
2022-07-11,12.198,CASO1_PROMEDIO_ASUMIDO_REAL_BASES,BASES,2109,CASO1_PROMEDIO_ASUMIDO_REAL_BASES,False,,2022-07-11
2022-07-11,13.119,CASO1_PROMEDIO_ASUMIDO_REAL_CAPACILLOS,CAPACILLOS,2110,CASO1_PROMEDIO_ASUMIDO_REAL_CAPACILLOS,False,,2022-07-11
2022-07-11,4.698,CASO1_PROMEDIO_ASUMIDO_REAL_CASETAS,CASETAS,2111,CASO1_PROMEDIO_ASUMIDO_REAL_CASETAS,False,,2022-07-11
2022-07-11,44.339,CASO1_PROMEDIO_ASUMIDO_REAL_CHANTILLY,CHANTILLY,2112,CASO1_PROMEDIO_ASUMIDO_REAL_CHANTILLY,False,,2022-07-11
2022-07-11,61.771,CASO1_PROMEDIO_ASUMIDO_REAL_CHOCOLATE,CHOCOLATE,2113,CASO1_PROMEDIO_ASUMIDO_REAL_CHOCOLATE,False,,2022-07-11
2022-07-11,4.584,CASO1_PROMEDIO_ASUMIDO_REAL_COLORANTES,COLORANTES,2114,CASO1_PROMEDIO_ASUMIDO_REAL_COLORANTES,False,,2022-07-11
2022-07-11,4.058,CASO1_PROMEDIO_ASUMIDO_REAL_CONSUMIBLES,CONSUMIBLES,2115,CASO1_PROMEDIO_ASUMIDO_REAL_CONSUMIBLES,False,,2022-07-11
2022-07-11,34.394,CASO1_PROMEDIO_ASUMIDO_REAL_DECORACION,DECORACION,2116,CASO1_PROMEDIO_ASUMIDO_REAL_DECORACION,False,,2022-07-11
2022-07-11,12.959,CASO1_PROMEDIO_ASUMIDO_REAL_DOMO,DOMO,2117,CASO1_PROMEDIO_ASUMIDO_REAL_DOMO,False,,2022-07-11
2022-07-11,4.81,CASO1_PROMEDIO_ASUMIDO_REAL_DULCERIA,DULCERIA,2118,CASO1_PROMEDIO_ASUMIDO_REAL_DULCERIA,False,,2022-07-11
2022-07-11,48.609,CASO1_PROMEDIO_ASUMIDO_REAL_EMPAQUE,EMPAQUE,2119,CASO1_PROMEDIO_ASUMIDO_REAL_EMPAQUE,False,,2022-07-11
2022-07-11,55.704,CASO1_PROMEDIO_ASUMIDO_REAL_FONDANT,FONDANT,2120,CASO1_PROMEDIO_ASUMIDO_REAL_FONDANT,False,,2022-07-11
2022-07-11,5.974,CASO1_PROMEDIO_ASUMIDO_REAL_GALLETAS,GALLETAS,2121,CASO1_PROMEDIO_ASUMIDO_REAL_GALLETAS,False,,2022-07-11
2022-07-11,65.697,CASO1_PROMEDIO_ASUMIDO_REAL_HARINA,HARINA,2122,CASO1_PROMEDIO_ASUMIDO_REAL_HARINA,False,,2022-07-11
2022-07-11,1.811,CASO1_PROMEDIO_ASUMIDO_REAL_HORNEADO,HORNEADO,2123,CASO1_PROMEDIO_ASUMIDO_REAL_HORNEADO,False,,2022-07-11
2022-07-11,17.667,CASO1_PROMEDIO_ASUMIDO_REAL_HUEVO,HUEVO,2124,CASO1_PROMEDIO_ASUMIDO_REAL_HUEVO,False,,2022-07-11
2022-07-11,0.292,CASO1_PROMEDIO_ASUMIDO_REAL_JARABE,JARABE,2125,CASO1_PROMEDIO_ASUMIDO_REAL_JARABE,False,,2022-07-11
2022-07-11,0.318,CASO1_PROMEDIO_ASUMIDO_REAL_LECHE EN POLVO,LECHE EN POLVO,2126,CASO1_PROMEDIO_ASUMIDO_REAL_LECHE EN POLVO,False,,2022-07-11
2022-07-11,1.0,CASO1_PROMEDIO_ASUMIDO_REAL_LECHERA,LECHERA,2127,CASO1_PROMEDIO_ASUMIDO_REAL_LECHERA,False,,2022-07-11
2022-07-11,4.14,CASO1_PROMEDIO_ASUMIDO_REAL_LICORES,LICORES,2128,CASO1_PROMEDIO_ASUMIDO_REAL_LICORES,False,,2022-07-11
2022-07-11,0.143,CASO1_PROMEDIO_ASUMIDO_REAL_MANTECA VEGETAL,MANTECA VEGETAL,2129,CASO1_PROMEDIO_ASUMIDO_REAL_MANTECA VEGETAL,False,,2022-07-11
2022-07-11,11.634,CASO1_PROMEDIO_ASUMIDO_REAL_MANTEQUILLA,MANTEQUILLA,2130,CASO1_PROMEDIO_ASUMIDO_REAL_MANTEQUILLA,False,,2022-07-11
2022-07-11,8.336,CASO1_PROMEDIO_ASUMIDO_REAL_NO DEFINIDO,NO DEFINIDO,2131,CASO1_PROMEDIO_ASUMIDO_REAL_NO DEFINIDO,False,,2022-07-11
2022-07-11,12.726,CASO1_PROMEDIO_ASUMIDO_REAL_OTROS,OTROS,2132,CASO1_PROMEDIO_ASUMIDO_REAL_OTROS,False,,2022-07-11
2022-07-11,12.058,CASO1_PROMEDIO_ASUMIDO_REAL_QUESO CREMA,QUESO CREMA,2133,CASO1_PROMEDIO_ASUMIDO_REAL_QUESO CREMA,False,,2022-07-11
2022-07-11,41.191,CASO1_PROMEDIO_ASUMIDO_REAL_RELLENO,RELLENO,2134,CASO1_PROMEDIO_ASUMIDO_REAL_RELLENO,False,,2022-07-11
2022-07-11,4.4,CASO1_PROMEDIO_ASUMIDO_REAL_ROYALICING,ROYALICING,2135,CASO1_PROMEDIO_ASUMIDO_REAL_ROYALICING,False,,2022-07-11
2022-07-11,0.097,CASO1_PROMEDIO_ASUMIDO_REAL_SABORIZANTE,SABORIZANTE,2136,CASO1_PROMEDIO_ASUMIDO_REAL_SABORIZANTE,False,,2022-07-11
2022-07-11,6.415,CASO1_PROMEDIO_ASUMIDO_REAL_TRANSFER,TRANSFER,2137,CASO1_PROMEDIO_ASUMIDO_REAL_TRANSFER,False,,2022-07-11
2022-10-10,3.694,CASO1_PROMEDIO_ASUMIDO_REAL_ACEITE,ACEITE,2138,CASO1_PROMEDIO_ASUMIDO_REAL_ACEITE,False,,2022-10-10
2022-10-10,0.853,CASO1_PROMEDIO_ASUMIDO_REAL_ADMINISTRACION,ADMINISTRACION,2139,CASO1_PROMEDIO_ASUMIDO_REAL_ADMINISTRACION,False,,2022-10-10
2022-10-10,11.396,CASO1_PROMEDIO_ASUMIDO_REAL_AMBIANTE,AMBIANTE,2140,CASO1_PROMEDIO_ASUMIDO_REAL_AMBIANTE,False,,2022-10-10
2022-10-10,2.399,CASO1_PROMEDIO_ASUMIDO_REAL_AZUCAR,AZUCAR,2141,CASO1_PROMEDIO_ASUMIDO_REAL_AZUCAR,False,,2022-10-10
2022-10-10,7.647,CASO1_PROMEDIO_ASUMIDO_REAL_BASES,BASES,2142,CASO1_PROMEDIO_ASUMIDO_REAL_BASES,False,,2022-10-10
2022-10-10,8.224,CASO1_PROMEDIO_ASUMIDO_REAL_CAPACILLOS,CAPACILLOS,2143,CASO1_PROMEDIO_ASUMIDO_REAL_CAPACILLOS,False,,2022-10-10
2022-10-10,2.945,CASO1_PROMEDIO_ASUMIDO_REAL_CASETAS,CASETAS,2144,CASO1_PROMEDIO_ASUMIDO_REAL_CASETAS,False,,2022-10-10
2022-10-10,27.797,CASO1_PROMEDIO_ASUMIDO_REAL_CHANTILLY,CHANTILLY,2145,CASO1_PROMEDIO_ASUMIDO_REAL_CHANTILLY,False,,2022-10-10
2022-10-10,38.725,CASO1_PROMEDIO_ASUMIDO_REAL_CHOCOLATE,CHOCOLATE,2146,CASO1_PROMEDIO_ASUMIDO_REAL_CHOCOLATE,False,,2022-10-10
2022-10-10,2.874,CASO1_PROMEDIO_ASUMIDO_REAL_COLORANTES,COLORANTES,2147,CASO1_PROMEDIO_ASUMIDO_REAL_COLORANTES,False,,2022-10-10
2022-10-10,2.544,CASO1_PROMEDIO_ASUMIDO_REAL_CONSUMIBLES,CONSUMIBLES,2148,CASO1_PROMEDIO_ASUMIDO_REAL_CONSUMIBLES,False,,2022-10-10
2022-10-10,21.562,CASO1_PROMEDIO_ASUMIDO_REAL_DECORACION,DECORACION,2149,CASO1_PROMEDIO_ASUMIDO_REAL_DECORACION,False,,2022-10-10
2022-10-10,8.124,CASO1_PROMEDIO_ASUMIDO_REAL_DOMO,DOMO,2150,CASO1_PROMEDIO_ASUMIDO_REAL_DOMO,False,,2022-10-10
2022-10-10,3.015,CASO1_PROMEDIO_ASUMIDO_REAL_DULCERIA,DULCERIA,2151,CASO1_PROMEDIO_ASUMIDO_REAL_DULCERIA,False,,2022-10-10
2022-10-10,30.474,CASO1_PROMEDIO_ASUMIDO_REAL_EMPAQUE,EMPAQUE,2152,CASO1_PROMEDIO_ASUMIDO_REAL_EMPAQUE,False,,2022-10-10
2022-10-10,34.922,CASO1_PROMEDIO_ASUMIDO_REAL_FONDANT,FONDANT,2153,CASO1_PROMEDIO_ASUMIDO_REAL_FONDANT,False,,2022-10-10
2022-10-10,3.745,CASO1_PROMEDIO_ASUMIDO_REAL_GALLETAS,GALLETAS,2154,CASO1_PROMEDIO_ASUMIDO_REAL_GALLETAS,False,,2022-10-10
2022-10-10,41.186,CASO1_PROMEDIO_ASUMIDO_REAL_HARINA,HARINA,2155,CASO1_PROMEDIO_ASUMIDO_REAL_HARINA,False,,2022-10-10
2022-10-10,1.135,CASO1_PROMEDIO_ASUMIDO_REAL_HORNEADO,HORNEADO,2156,CASO1_PROMEDIO_ASUMIDO_REAL_HORNEADO,False,,2022-10-10
2022-10-10,11.076,CASO1_PROMEDIO_ASUMIDO_REAL_HUEVO,HUEVO,2157,CASO1_PROMEDIO_ASUMIDO_REAL_HUEVO,False,,2022-10-10
2022-10-10,0.183,CASO1_PROMEDIO_ASUMIDO_REAL_JARABE,JARABE,2158,CASO1_PROMEDIO_ASUMIDO_REAL_JARABE,False,,2022-10-10
2022-10-10,0.199,CASO1_PROMEDIO_ASUMIDO_REAL_LECHE EN POLVO,LECHE EN POLVO,2159,CASO1_PROMEDIO_ASUMIDO_REAL_LECHE EN POLVO,False,,2022-10-10
2022-10-10,0.627,CASO1_PROMEDIO_ASUMIDO_REAL_LECHERA,LECHERA,2160,CASO1_PROMEDIO_ASUMIDO_REAL_LECHERA,False,,2022-10-10
2022-10-10,2.596,CASO1_PROMEDIO_ASUMIDO_REAL_LICORES,LICORES,2161,CASO1_PROMEDIO_ASUMIDO_REAL_LICORES,False,,2022-10-10
2022-10-10,0.089,CASO1_PROMEDIO_ASUMIDO_REAL_MANTECA VEGETAL,MANTECA VEGETAL,2162,CASO1_PROMEDIO_ASUMIDO_REAL_MANTECA VEGETAL,False,,2022-10-10
2022-10-10,7.293,CASO1_PROMEDIO_ASUMIDO_REAL_MANTEQUILLA,MANTEQUILLA,2163,CASO1_PROMEDIO_ASUMIDO_REAL_MANTEQUILLA,False,,2022-10-10
2022-10-10,5.226,CASO1_PROMEDIO_ASUMIDO_REAL_NO DEFINIDO,NO DEFINIDO,2164,CASO1_PROMEDIO_ASUMIDO_REAL_NO DEFINIDO,False,,2022-10-10
2022-10-10,7.978,CASO1_PROMEDIO_ASUMIDO_REAL_OTROS,OTROS,2165,CASO1_PROMEDIO_ASUMIDO_REAL_OTROS,False,,2022-10-10
2022-10-10,7.559,CASO1_PROMEDIO_ASUMIDO_REAL_QUESO CREMA,QUESO CREMA,2166,CASO1_PROMEDIO_ASUMIDO_REAL_QUESO CREMA,False,,2022-10-10
2022-10-10,25.823,CASO1_PROMEDIO_ASUMIDO_REAL_RELLENO,RELLENO,2167,CASO1_PROMEDIO_ASUMIDO_REAL_RELLENO,False,,2022-10-10
2022-10-10,2.758,CASO1_PROMEDIO_ASUMIDO_REAL_ROYALICING,ROYALICING,2168,CASO1_PROMEDIO_ASUMIDO_REAL_ROYALICING,False,,2022-10-10
2022-10-10,0.061,CASO1_PROMEDIO_ASUMIDO_REAL_SABORIZANTE,SABORIZANTE,2169,CASO1_PROMEDIO_ASUMIDO_REAL_SABORIZANTE,False,,2022-10-10
2022-10-10,4.021,CASO1_PROMEDIO_ASUMIDO_REAL_TRANSFER,TRANSFER,2170,CASO1_PROMEDIO_ASUMIDO_REAL_TRANSFER,False,,2022-10-10
2023-04-10,4.275,CASO1_PROMEDIO_ASUMIDO_REAL_ACEITE,ACEITE,2171,CASO1_PROMEDIO_ASUMIDO_REAL_ACEITE,False,,2023-04-10
2023-04-10,0.987,CASO1_PROMEDIO_ASUMIDO_REAL_ADMINISTRACION,ADMINISTRACION,2172,CASO1_PROMEDIO_ASUMIDO_REAL_ADMINISTRACION,False,,2023-04-10
2023-04-10,13.188,CASO1_PROMEDIO_ASUMIDO_REAL_AMBIANTE,AMBIANTE,2173,CASO1_PROMEDIO_ASUMIDO_REAL_AMBIANTE,False,,2023-04-10
2023-04-10,2.776,CASO1_PROMEDIO_ASUMIDO_REAL_AZUCAR,AZUCAR,2174,CASO1_PROMEDIO_ASUMIDO_REAL_AZUCAR,False,,2023-04-10
2023-04-10,8.849,CASO1_PROMEDIO_ASUMIDO_REAL_BASES,BASES,2175,CASO1_PROMEDIO_ASUMIDO_REAL_BASES,False,,2023-04-10
2023-04-10,9.517,CASO1_PROMEDIO_ASUMIDO_REAL_CAPACILLOS,CAPACILLOS,2176,CASO1_PROMEDIO_ASUMIDO_REAL_CAPACILLOS,False,,2023-04-10
2023-04-10,3.408,CASO1_PROMEDIO_ASUMIDO_REAL_CASETAS,CASETAS,2177,CASO1_PROMEDIO_ASUMIDO_REAL_CASETAS,False,,2023-04-10
2023-04-10,32.166,CASO1_PROMEDIO_ASUMIDO_REAL_CHANTILLY,CHANTILLY,2178,CASO1_PROMEDIO_ASUMIDO_REAL_CHANTILLY,False,,2023-04-10
2023-04-10,44.812,CASO1_PROMEDIO_ASUMIDO_REAL_CHOCOLATE,CHOCOLATE,2179,CASO1_PROMEDIO_ASUMIDO_REAL_CHOCOLATE,False,,2023-04-10
2023-04-10,3.326,CASO1_PROMEDIO_ASUMIDO_REAL_COLORANTES,COLORANTES,2180,CASO1_PROMEDIO_ASUMIDO_REAL_COLORANTES,False,,2023-04-10
2023-04-10,2.944,CASO1_PROMEDIO_ASUMIDO_REAL_CONSUMIBLES,CONSUMIBLES,2181,CASO1_PROMEDIO_ASUMIDO_REAL_CONSUMIBLES,False,,2023-04-10
2023-04-10,24.952,CASO1_PROMEDIO_ASUMIDO_REAL_DECORACION,DECORACION,2182,CASO1_PROMEDIO_ASUMIDO_REAL_DECORACION,False,,2023-04-10
2023-04-10,9.401,CASO1_PROMEDIO_ASUMIDO_REAL_DOMO,DOMO,2183,CASO1_PROMEDIO_ASUMIDO_REAL_DOMO,False,,2023-04-10
2023-04-10,3.489,CASO1_PROMEDIO_ASUMIDO_REAL_DULCERIA,DULCERIA,2184,CASO1_PROMEDIO_ASUMIDO_REAL_DULCERIA,False,,2023-04-10
2023-04-10,35.264,CASO1_PROMEDIO_ASUMIDO_REAL_EMPAQUE,EMPAQUE,2185,CASO1_PROMEDIO_ASUMIDO_REAL_EMPAQUE,False,,2023-04-10
2023-04-10,40.411,CASO1_PROMEDIO_ASUMIDO_REAL_FONDANT,FONDANT,2186,CASO1_PROMEDIO_ASUMIDO_REAL_FONDANT,False,,2023-04-10
2023-04-10,4.334,CASO1_PROMEDIO_ASUMIDO_REAL_GALLETAS,GALLETAS,2187,CASO1_PROMEDIO_ASUMIDO_REAL_GALLETAS,False,,2023-04-10
2023-04-10,47.66,CASO1_PROMEDIO_ASUMIDO_REAL_HARINA,HARINA,2188,CASO1_PROMEDIO_ASUMIDO_REAL_HARINA,False,,2023-04-10
2023-04-10,1.314,CASO1_PROMEDIO_ASUMIDO_REAL_HORNEADO,HORNEADO,2189,CASO1_PROMEDIO_ASUMIDO_REAL_HORNEADO,False,,2023-04-10
2023-04-10,12.817,CASO1_PROMEDIO_ASUMIDO_REAL_HUEVO,HUEVO,2190,CASO1_PROMEDIO_ASUMIDO_REAL_HUEVO,False,,2023-04-10
2023-04-10,0.212,CASO1_PROMEDIO_ASUMIDO_REAL_JARABE,JARABE,2191,CASO1_PROMEDIO_ASUMIDO_REAL_JARABE,False,,2023-04-10
2023-04-10,0.23,CASO1_PROMEDIO_ASUMIDO_REAL_LECHE EN POLVO,LECHE EN POLVO,2192,CASO1_PROMEDIO_ASUMIDO_REAL_LECHE EN POLVO,False,,2023-04-10
2023-04-10,0.726,CASO1_PROMEDIO_ASUMIDO_REAL_LECHERA,LECHERA,2193,CASO1_PROMEDIO_ASUMIDO_REAL_LECHERA,False,,2023-04-10
2023-04-10,3.004,CASO1_PROMEDIO_ASUMIDO_REAL_LICORES,LICORES,2194,CASO1_PROMEDIO_ASUMIDO_REAL_LICORES,False,,2023-04-10
2023-04-10,0.103,CASO1_PROMEDIO_ASUMIDO_REAL_MANTECA VEGETAL,MANTECA VEGETAL,2195,CASO1_PROMEDIO_ASUMIDO_REAL_MANTECA VEGETAL,False,,2023-04-10
2023-04-10,8.44,CASO1_PROMEDIO_ASUMIDO_REAL_MANTEQUILLA,MANTEQUILLA,2196,CASO1_PROMEDIO_ASUMIDO_REAL_MANTEQUILLA,False,,2023-04-10
2023-04-10,6.048,CASO1_PROMEDIO_ASUMIDO_REAL_NO DEFINIDO,NO DEFINIDO,2197,CASO1_PROMEDIO_ASUMIDO_REAL_NO DEFINIDO,False,,2023-04-10
2023-04-10,9.232,CASO1_PROMEDIO_ASUMIDO_REAL_OTROS,OTROS,2198,CASO1_PROMEDIO_ASUMIDO_REAL_OTROS,False,,2023-04-10
2023-04-10,8.747,CASO1_PROMEDIO_ASUMIDO_REAL_QUESO CREMA,QUESO CREMA,2199,CASO1_PROMEDIO_ASUMIDO_REAL_QUESO CREMA,False,,2023-04-10
2023-04-10,29.882,CASO1_PROMEDIO_ASUMIDO_REAL_RELLENO,RELLENO,2200,CASO1_PROMEDIO_ASUMIDO_REAL_RELLENO,False,,2023-04-10
2023-04-10,3.192,CASO1_PROMEDIO_ASUMIDO_REAL_ROYALICING,ROYALICING,2201,CASO1_PROMEDIO_ASUMIDO_REAL_ROYALICING,False,,2023-04-10
2023-04-10,0.07,CASO1_PROMEDIO_ASUMIDO_REAL_SABORIZANTE,SABORIZANTE,2202,CASO1_PROMEDIO_ASUMIDO_REAL_SABORIZANTE,False,,2023-04-10
2023-04-10,4.654,CASO1_PROMEDIO_ASUMIDO_REAL_TRANSFER,TRANSFER,2203,CASO1_PROMEDIO_ASUMIDO_REAL_TRANSFER,False,,2023-04-10
2023-05-08,7.731,CASO1_PROMEDIO_ASUMIDO_REAL_ACEITE,ACEITE,2204,CASO1_PROMEDIO_ASUMIDO_REAL_ACEITE,False,,2023-05-08
2023-05-08,1.785,CASO1_PROMEDIO_ASUMIDO_REAL_ADMINISTRACION,ADMINISTRACION,2205,CASO1_PROMEDIO_ASUMIDO_REAL_ADMINISTRACION,False,,2023-05-08
2023-05-08,23.846,CASO1_PROMEDIO_ASUMIDO_REAL_AMBIANTE,AMBIANTE,2206,CASO1_PROMEDIO_ASUMIDO_REAL_AMBIANTE,False,,2023-05-08
2023-05-08,5.019,CASO1_PROMEDIO_ASUMIDO_REAL_AZUCAR,AZUCAR,2207,CASO1_PROMEDIO_ASUMIDO_REAL_AZUCAR,False,,2023-05-08
2023-05-08,16.001,CASO1_PROMEDIO_ASUMIDO_REAL_BASES,BASES,2208,CASO1_PROMEDIO_ASUMIDO_REAL_BASES,False,,2023-05-08
2023-05-08,17.209,CASO1_PROMEDIO_ASUMIDO_REAL_CAPACILLOS,CAPACILLOS,2209,CASO1_PROMEDIO_ASUMIDO_REAL_CAPACILLOS,False,,2023-05-08
2023-05-08,6.162,CASO1_PROMEDIO_ASUMIDO_REAL_CASETAS,CASETAS,2210,CASO1_PROMEDIO_ASUMIDO_REAL_CASETAS,False,,2023-05-08
2023-05-08,58.164,CASO1_PROMEDIO_ASUMIDO_REAL_CHANTILLY,CHANTILLY,2211,CASO1_PROMEDIO_ASUMIDO_REAL_CHANTILLY,False,,2023-05-08
2023-05-08,81.03,CASO1_PROMEDIO_ASUMIDO_REAL_CHOCOLATE,CHOCOLATE,2212,CASO1_PROMEDIO_ASUMIDO_REAL_CHOCOLATE,False,,2023-05-08
2023-05-08,6.014,CASO1_PROMEDIO_ASUMIDO_REAL_COLORANTES,COLORANTES,2213,CASO1_PROMEDIO_ASUMIDO_REAL_COLORANTES,False,,2023-05-08
2023-05-08,5.323,CASO1_PROMEDIO_ASUMIDO_REAL_CONSUMIBLES,CONSUMIBLES,2214,CASO1_PROMEDIO_ASUMIDO_REAL_CONSUMIBLES,False,,2023-05-08
2023-05-08,45.118,CASO1_PROMEDIO_ASUMIDO_REAL_DECORACION,DECORACION,2215,CASO1_PROMEDIO_ASUMIDO_REAL_DECORACION,False,,2023-05-08
2023-05-08,16.999,CASO1_PROMEDIO_ASUMIDO_REAL_DOMO,DOMO,2216,CASO1_PROMEDIO_ASUMIDO_REAL_DOMO,False,,2023-05-08
2023-05-08,6.309,CASO1_PROMEDIO_ASUMIDO_REAL_DULCERIA,DULCERIA,2217,CASO1_PROMEDIO_ASUMIDO_REAL_DULCERIA,False,,2023-05-08
2023-05-08,63.765,CASO1_PROMEDIO_ASUMIDO_REAL_EMPAQUE,EMPAQUE,2218,CASO1_PROMEDIO_ASUMIDO_REAL_EMPAQUE,False,,2023-05-08
2023-05-08,73.072,CASO1_PROMEDIO_ASUMIDO_REAL_FONDANT,FONDANT,2219,CASO1_PROMEDIO_ASUMIDO_REAL_FONDANT,False,,2023-05-08
2023-05-08,7.837,CASO1_PROMEDIO_ASUMIDO_REAL_GALLETAS,GALLETAS,2220,CASO1_PROMEDIO_ASUMIDO_REAL_GALLETAS,False,,2023-05-08
2023-05-08,86.18,CASO1_PROMEDIO_ASUMIDO_REAL_HARINA,HARINA,2221,CASO1_PROMEDIO_ASUMIDO_REAL_HARINA,False,,2023-05-08
2023-05-08,2.376,CASO1_PROMEDIO_ASUMIDO_REAL_HORNEADO,HORNEADO,2222,CASO1_PROMEDIO_ASUMIDO_REAL_HORNEADO,False,,2023-05-08
2023-05-08,23.176,CASO1_PROMEDIO_ASUMIDO_REAL_HUEVO,HUEVO,2223,CASO1_PROMEDIO_ASUMIDO_REAL_HUEVO,False,,2023-05-08
2023-05-08,0.382,CASO1_PROMEDIO_ASUMIDO_REAL_JARABE,JARABE,2224,CASO1_PROMEDIO_ASUMIDO_REAL_JARABE,False,,2023-05-08
2023-05-08,0.416,CASO1_PROMEDIO_ASUMIDO_REAL_LECHE EN POLVO,LECHE EN POLVO,2225,CASO1_PROMEDIO_ASUMIDO_REAL_LECHE EN POLVO,False,,2023-05-08
2023-05-08,1.312,CASO1_PROMEDIO_ASUMIDO_REAL_LECHERA,LECHERA,2226,CASO1_PROMEDIO_ASUMIDO_REAL_LECHERA,False,,2023-05-08
2023-05-08,5.431,CASO1_PROMEDIO_ASUMIDO_REAL_LICORES,LICORES,2227,CASO1_PROMEDIO_ASUMIDO_REAL_LICORES,False,,2023-05-08
2023-05-08,0.187,CASO1_PROMEDIO_ASUMIDO_REAL_MANTECA VEGETAL,MANTECA VEGETAL,2228,CASO1_PROMEDIO_ASUMIDO_REAL_MANTECA VEGETAL,False,,2023-05-08
2023-05-08,15.261,CASO1_PROMEDIO_ASUMIDO_REAL_MANTEQUILLA,MANTEQUILLA,2229,CASO1_PROMEDIO_ASUMIDO_REAL_MANTEQUILLA,False,,2023-05-08
2023-05-08,10.936,CASO1_PROMEDIO_ASUMIDO_REAL_NO DEFINIDO,NO DEFINIDO,2230,CASO1_PROMEDIO_ASUMIDO_REAL_NO DEFINIDO,False,,2023-05-08
2023-05-08,16.694,CASO1_PROMEDIO_ASUMIDO_REAL_OTROS,OTROS,2231,CASO1_PROMEDIO_ASUMIDO_REAL_OTROS,False,,2023-05-08
2023-05-08,15.817,CASO1_PROMEDIO_ASUMIDO_REAL_QUESO CREMA,QUESO CREMA,2232,CASO1_PROMEDIO_ASUMIDO_REAL_QUESO CREMA,False,,2023-05-08
2023-05-08,54.034,CASO1_PROMEDIO_ASUMIDO_REAL_RELLENO,RELLENO,2233,CASO1_PROMEDIO_ASUMIDO_REAL_RELLENO,False,,2023-05-08
