PROVEEDOR,fecha,NUMERO,CANT,U#MEDIDA,descripcion,importe_nominal,P#UNITARIO,CLASIFICACION,SUBCLASIFICACION,semana_inicio,es_sintetico,metodo_sintesis,registro_id,descripcion_normalizada,motivo
REPOSTEARTE,2023-01-01,ND,3.0,kg,Foundant,249.0,83.0,FONDANT,,2022-12-26,False,,1173,FOUNDANT,
REPOSTEARTE,2023-01-01,ND,1.0,pz,base 25 cm doble,27.0,27.0,BASES,,2022-12-26,False,,1174,BASE 25 CM DOBLE,
REPOSTEARTE,2023-01-01,ND,1.0,pz,cortador,35.0,35.0,HERRAMIENTA,,2022-12-26,False,,1175,CORTADOR,
REPOSTEARTE,2023-01-01,ND,1.0,pz,molde f 16,56.0,56.0,HERRAMIENTA,,2022-12-26,False,,1176,MOLDE F 16,
REPOSTEARTE,2023-01-01,ND,2.0,paq,mangas chicas,10.0,5.0,CONSUMIBLES,,2022-12-26,False,,1177,MANGAS CHICAS,
REPOSTEARTE,2023-01-01,ND,1.0,pz,conejo mediano,20.0,20.0,HERRAMIENTA,,2022-12-26,False,,1178,CONEJO MEDIANO,
REPOSTEARTE,2023-01-01,ND,1.0,pz,caja 17x11x3,21.0,21.0,EMPAQUE,,2022-12-26,False,,1179,CAJA 17X11X3,
REPOSTEARTE,2023-01-01,ND,1.0,paq,mangas,45.0,45.0,CONSUMIBLES,,2022-12-26,False,,1180,MANGAS,
B. AURRERA,2023-01-02,9567727253555085134728,1.0,paq,oreo 273.6,28.5,28.5,GALLETAS,,2023-01-02,False,,1181,OREO 273.6,
B. AURRERA,2023-01-02,9567727253555085134728,1.0,paq,Carlos V stk,18.5,18.5,CHOCOLATE,,2023-01-02,False,,1182,CARLOS V STK,
MUEBLERIA,2023-01-04,1490,1.0,pz,Locker despensero chocolate,2500.0,2500.0,MUEBLES,,2023-01-02,False,,1183,LOCKER DESPENSERO CHOCOLATE,
MEGA PLAST,2023-01-04,383156,100.0,g,Chips Linea Horneas A,15.0,150.0,OTROS,,2023-01-02,False,,1184,CHIPS LINEA HORNEAS A,
MEGA PLAST,2023-01-04,383156,100.0,g,Granillo Turin Semi amargo,22.0,220.0,CHOCOLATE,,2023-01-02,False,,1185,GRANILLO TURIN SEMI AMARGO,
MEGA PLAST,2023-01-04,383156,100.0,g,Confitier semiamargo TURIN,22.0,220.0,CHOCOLATE,,2023-01-02,False,,1186,CONFITIER SEMIAMARGO TURIN,
REPOSTEARTE,2023-01-04,ND,1.0,kit,9 colores,290.0,290.0,COLORANTES,,2023-01-02,False,,1187,9 COLORES,
ESTRELLA,2023-01-06,0101,100.0,g,confeti,45.0,450.0,DECORACION,,2023-01-02,False,,1188,CONFETI,
MEGA PLAST,2023-01-06,383508,1.0,pz,Tapa Reyma c/50,28.0,28.0,OTROS,,2023-01-02,False,,1189,TAPA REYMA C/50,
MEGA PLAST,2023-01-06,383508,1.0,kg,Tegral Satin Red Velvet Puratos,65.0,65.0,HARINA,RED VELVET,2023-01-02,False,,1190,TEGRAL SATIN RED VELVET PURATOS,
MEGA PLAST,2023-01-06,383508,1.0,pz,Vaso 4 ancho reyma C/,29.0,29.0,OTROS,,2023-01-02,False,,1191,VASO 4 ANCHO REYMA C/,
DULCERIA,2023-01-07,29208,2.0,paq,kit kat 9 pz,248.4,124.2,CHOCOLATE,,2023-01-02,False,,1192,KIT KAT 9 PZ,
MEGA PLAST,2023-01-07,383788,1.0,kg,Tegral Satin Creme ca ,51.0,51.0,HARINA,VAINILLA,2023-01-02,False,,1193,TEGRAL SATIN CREME CA,
MEGA PLAST,2023-01-07,383788,1.0,pz,plato rigido negro re,16.0,16.0,OTROS,,2023-01-02,False,,1194,PLATO RIGIDO NEGRO RE,
MEGA PLAST,2023-01-07,383788,1.0,pz,domo alto 33 cm inix,10.0,10.0,EMPAQUE,,2023-01-02,False,,1195,DOMO ALTO 33 CM INIX,
MEGA PLAST,2023-01-07,383788,1.0,pz,durazno en almibar na,45.0,45.0,RELLENO,,2023-01-02,False,,1196,DURAZNO EN ALMIBAR NA,
MEGA PLAST,2023-01-07,383788,250.0,g,Confitier semiamargo TURIN,55.0,220.0,CHOCOLATE,,2023-01-02,False,,1197,CONFITIER SEMIAMARGO TURIN,
MEGA PLAST,2023-01-07,383788,1.0,pz,nutella grande 650 gr,99.0,99.0,RELLENO,,2023-01-02,False,,1198,NUTELLA GRANDE 650 GR,
MEGA PLAST,2023-01-07,383788,2.0,kg,Tegral Satin Creme ca ,122.0,61.0,HARINA,CHOCOLATE,2023-01-02,False,,1199,TEGRAL SATIN CREME CA,
REPOSTEARTE,2023-01-07,ND,2.0,paq,capacillos,30.0,15.0,CAPACILLOS,,2023-01-02,False,,1200,CAPACILLOS,
REPOSTEARTE,2023-01-07,ND,1.0,paq,capacillos,56.0,56.0,CAPACILLOS,,2023-01-02,False,,1201,CAPACILLOS,
MEGA PLAST,2023-01-10,384224,300.0,g,chips blanco alpezzi,45.0,150.0,CHOCOLATE,,2023-01-09,False,,1202,CHIPS BLANCO ALPEZZI,
MEGA PLAST,2023-01-10,384224,1.0,kg,Easy pastel tres leches,65.0,65.0,HARINA,CHOCOLATE,2023-01-09,False,,1203,EASY PASTEL TRES LECHES,
MEGA PLAST,2023-01-10,384224,1.0,pz,relleno zarzamora puratos,52.0,52.0,RELLENO,,2023-01-09,False,,1204,RELLENO ZARZAMORA PURATOS,
MEGA PLAST,2023-01-10,384225,1.0,kg,Easy pastel tres leches,65.0,65.0,HARINA,CHOCOLATE,2023-01-09,False,,1205,EASY PASTEL TRES LECHES,
REPOSTEARTE,2023-01-10,ND,1.0,pz,base 33x33,52.0,52.0,BASES,,2023-01-09,False,,1206,BASE 33X33,
B. AURRERA,2023-01-12,22812842646906765210,1.0,pz,gv durazno,45.0,45.0,RELLENO,,2023-01-09,False,,1207,GV DURAZNO,
B. AURRERA,2023-01-12,22812842646906765210,4.0,paq,iberia,49.0,12.25,MANTEQUILLA,,2023-01-09,False,,1208,IBERIA,
B. AURRERA,2023-01-17,196483219050650408305,1.0,paq,oreo charo,33.0,33.0,GALLETAS,,2023-01-16,False,,1209,OREO CHARO,
MEGA PLAST,2023-01-19,385588,100.0,g,Confitier semiamargo TURIN,22.0,220.0,CHOCOLATE,,2023-01-16,False,,1210,CONFITIER SEMIAMARGO TURIN,
MEGA PLAST,2023-01-19,385588,300.0,g,chips blanco alpezzi,45.0,150.0,CHOCOLATE,,2023-01-16,False,,1211,CHIPS BLANCO ALPEZZI,
MEGA PLAST,2023-01-19,385588,1.0,kg,Tegral Satin Red Velvet Puratos,65.0,65.0,HARINA,RED VELVET,2023-01-16,False,,1212,TEGRAL SATIN RED VELVET PURATOS,
MEGA PLAST,2023-01-19,385588,200.0,g,kiss leche,64.0,320.0,CHOCOLATE,,2023-01-16,False,,1213,KISS LECHE,
MEGA PLAST,2023-01-19,385588,100.0,g,chips rojo alpezzi c/,15.0,150.0,CHOCOLATE,,2023-01-16,False,,1214,CHIPS ROJO ALPEZZI C/,
MEGA PLAST,2023-01-19,385588,1.0,pz,Crema para batir ambiante 1 lt,63.0,63.0,AMBIANTE,,2023-01-16,False,,1215,CREMA PARA BATIR AMBIANTE 1 LT,
REPOSTEARTE,2023-01-19,ND,1.0,pz,molde ,35.0,35.0,HERRAMIENTA,,2023-01-16,False,,1216,MOLDE,
REPOSTEARTE,2023-01-19,ND,1.0,kg,Foundant,83.0,83.0,FONDANT,,2023-01-16,False,,1217,FOUNDANT,
REPOSTEARTE,2023-01-19,ND,1.0,pz,base 28 cm,11.5,11.5,BASES,,2023-01-16,False,,1218,BASE 28 CM,
REPOSTEARTE,2023-01-19,ND,1.0,pz,caja acetato,26.0,26.0,EMPAQUE,,2023-01-16,False,,1219,CAJA ACETATO,
REPOSTEARTE,2023-01-19,ND,1.0,pz,caja acetato,24.0,24.0,EMPAQUE,,2023-01-16,False,,1220,CAJA ACETATO,
REPOSTEARTE,2023-01-19,ND,1.0,pz,caja acetato,26.0,26.0,EMPAQUE,,2023-01-16,False,,1221,CAJA ACETATO,
B. AURRERA,2023-01-20,92131018272832600000,1.0,pz,cl corta u,24.0,24.0,HERRAMIENTA,,2023-01-16,False,,1222,CL CORTA U,
PARISINA,2023-01-21,32048,1.0,mt,liston bolas dif,19.96,19.96,OTROS,,2023-01-16,False,,1223,LISTON BOLAS DIF,
CRAVIOTO,2023-01-21,90659,1.0,pz,base extrafuerte 20 cm c/ blonda,20.01,20.01,BASES,,2023-01-16,False,,1224,BASE EXTRAFUERTE 20 CM C/ BLONDA,
CRAVIOTO,2023-01-21,90659,500.0,g,alpezzi chips blanco,70.49,140.98,CHOCOLATE,,2023-01-16,False,,1225,ALPEZZI CHIPS BLANCO,
CRAVIOTO,2023-01-21,90659,1.0,paq,capacillo No. 72 decorado 25 pz,13.99,13.99,CAPACILLOS,,2023-01-16,False,,1226,CAPACILLO NO. 72 DECORADO 25 PZ,
CRAVIOTO,2023-01-21,90659,1.0,paq,ferrero rocher T-10,69.63,69.63,CHOCOLATE,,2023-01-16,False,,1227,FERRERO ROCHER T-10,
CRAVIOTO,2023-01-21,90659,1.0,paq,dlr malv c/chocolate 32 pz,61.67,61.67,CHOCOLATE,,2023-01-16,False,,1228,DLR MALV C/CHOCOLATE 32 PZ,
CRAVIOTO,2023-01-21,90659,1.0,paq,turin tubo baileys 200 g,109.68,109.68,CHOCOLATE,,2023-01-16,False,,1229,TURIN TUBO BAILEYS 200 G,
CRAVIOTO,2023-01-21,90659,1.0,paq,alegria capacillo golosinas,37.58,37.58,CAPACILLOS,,2023-01-16,False,,1230,ALEGRIA CAPACILLO GOLOSINAS,
CRAVIOTO,2023-01-21,90659,1.0,paq,turin conejos mini 120 gr,54.62,54.62,CHOCOLATE,,2023-01-16,False,,1231,TURIN CONEJOS MINI 120 GR,
CRAVIOTO,2023-01-21,90659,1.0,pz,inix contenedor mantecadas 25 pz,179.32,179.32,EMPAQUE,,2023-01-16,False,,1232,INIX CONTENEDOR MANTECADAS 25 PZ,
CRAVIOTO,2023-01-21,90659,1.0,pz,celofan 9x12 100 pz,14.94,14.94,CONSUMIBLES,,2023-01-16,False,,1233,CELOFAN 9X12 100 PZ,
B. AURRERA,2023-01-23,422004048828528989482,2.0,paq,chant dull,122.0,61.0,CHANTILLY,,2023-01-23,False,,1234,CHANT DULL,
B. AURRERA,2023-01-23,422004048828528989482,1.0,pz,iberia 200,30.0,30.0,MANTEQUILLA,,2023-01-23,False,,1235,IBERIA 200,
B. AURRERA,2023-01-23,422004048828528989482,1.0,paq,sjuan hvo,46.5,46.5,HUEVO,,2023-01-23,False,,1236,SJUAN HVO,
B. AURRERA,2023-01-23,422004048828528989482,1.0,paq,oreo fudge,41.5,41.5,GALLETAS,,2023-01-23,False,,1237,OREO FUDGE,
MEGA PLAST,2023-01-24,386421,1.0,pz,relleno queso creme p,93.0,93.0,RELLENO,,2023-01-23,False,,1238,RELLENO QUESO CREME P,
MEGA PLAST,2023-01-24,386421,1.0,kg,Azucar glass de prime,40.0,40.0,AZUCAR,GLASS,2023-01-23,False,,1239,AZUCAR GLASS DE PRIME,
MEGA PLAST,2023-01-24,386421,2.0,pz,mantequilla gloria 22,116.0,58.0,MANTEQUILLA,,2023-01-23,False,,1240,MANTEQUILLA GLORIA 22,
MEGA PLAST,2023-01-24,386421,2.0,pz,Royal Icing Deiman 50,100.0,50.0,ROYALICING,,2023-01-23,False,,1241,ROYAL ICING DEIMAN 50,
MEGA PLAST,2023-01-24,386421,2.0,kg,Tegral Satin Red Velvet Puratos,130.0,65.0,HARINA,RED VELVET,2023-01-23,False,,1242,TEGRAL SATIN RED VELVET PURATOS,
MEGA PLAST,2023-01-24,386421,1.0,pz,domo 1/4 plancha,25.0,25.0,EMPAQUE,,2023-01-23,False,,1243,DOMO 1/4 PLANCHA,
MEGA PLAST,2023-01-24,386421,300.0,g,chips blanco alpezzi,45.0,150.0,CHOCOLATE,,2023-01-23,False,,1244,CHIPS BLANCO ALPEZZI,
GASOLINERIA,2023-01-27,,10.0,lts,gasolina,219.4,21.94,COMBUSTIBLE,,2023-01-23,False,,1245,GASOLINA,
MEGA PLAST,2023-01-30,387319,300.0,g,chips chocolate con l,45.0,150.0,CHOCOLATE,,2023-01-30,False,,1246,CHIPS CHOCOLATE CON L,
MEGA PLAST,2023-01-30,387319,1.0,kg,Tegral Satin Creme ca ,51.0,51.0,HARINA,VAINILLA,2023-01-30,False,,1247,TEGRAL SATIN CREME CA,
MEGA PLAST,2023-01-30,387319,1.0,pz,Crema para batir ambiante 1 lt,63.0,63.0,AMBIANTE,,2023-01-30,False,,1248,CREMA PARA BATIR AMBIANTE 1 LT,
REPOSTEARTE,2023-01-30,ND,2.0,pz,mangas,10.0,5.0,CONSUMIBLES,,2023-01-30,False,,1249,MANGAS,
REPOSTEARTE,2023-01-30,ND,1.0,pz,base 26 cm,9.5,9.5,BASES,,2023-01-30,False,,1250,BASE 26 CM,
REPOSTEARTE,2023-01-30,ND,1.0,pz,base 25 cm doble,27.0,27.0,BASES,,2023-01-30,False,,1251,BASE 25 CM DOBLE,
GASOLINERIA,2023-01-31,ND,10.0,lts,gasolina (aprox),220.0,22.0,COMBUSTIBLE,,2023-01-30,False,,1252,GASOLINA (APROX),
MEGA PLAST,2023-02-02,387888,100.0,g,granillo magic sparkl,8.0,80.0,CHOCOLATE,,2023-01-30,False,,1253,GRANILLO MAGIC SPARKL,
MEGA PLAST,2023-02-02,387888,100.0,g,chips chocolate semi,15.0,150.0,CHOCOLATE,,2023-01-30,False,,1254,CHIPS CHOCOLATE SEMI,
REPOSTEARTE,2023-02-02,ND,1.0,pz,base 28 cm,9.0,9.0,BASES,,2023-01-30,False,,1255,BASE 28 CM,
REPOSTEARTE,2023-02-02,ND,1.0,pz,Transfer,45.0,45.0,TRANSFER,,2023-01-30,False,,1256,TRANSFER,
B. AURRERA,2023-02-03,333535777181791110393,1.0,paq,galleta,45.0,45.0,GALLETAS,,2023-01-30,False,,1257,GALLETA,
B. AURRERA,2023-02-03,333535777181791110393,1.0,pz,chantilli dull,61.0,61.0,CHANTILLY,,2023-01-30,False,,1258,CHANTILLI DULL,
ESTRELLA,2023-02-03,ND,1.0,paq,capacillos #4 tubo,39.0,39.0,CAPACILLOS,,2023-01-30,False,,1259,CAPACILLOS #4 TUBO,
CASETA,2023-02-05,04845036,1.0,tick,peaje,58.0,58.0,CASETAS,,2023-01-30,False,,1260,PEAJE,
CRAVIOTO,2023-02-08,14517,1.0,paq,dlr malv c/chocolate 32 pz,61.67,61.67,CHOCOLATE,,2023-02-06,False,,1261,DLR MALV C/CHOCOLATE 32 PZ,
CRAVIOTO,2023-02-08,14517,2.0,paq,alegria capacillo morado 100 pz,75.16,37.58,CAPACILLOS,,2023-02-06,False,,1262,ALEGRIA CAPACILLO MORADO 100 PZ,
CRAVIOTO,2023-02-08,14517,1.0,pz,inix contenedor ham trans 14x14 25 pz,66.6,66.6,EMPAQUE,,2023-02-06,False,,1263,INIX CONTENEDOR HAM TRANS 14X14 25 PZ,
CRAVIOTO,2023-02-08,14517,1.0,paq,dlr malv c/chocolate 50 pz,53.99,53.99,CHOCOLATE,,2023-02-06,False,,1264,DLR MALV C/CHOCOLATE 50 PZ,
CRAVIOTO,2023-02-08,14517,3.0,paq,capacillo no. 4 decorado 50 pz,38.97,12.99,CAPACILLOS,,2023-02-06,False,,1265,CAPACILLO NO. 4 DECORADO 50 PZ,
CRAVIOTO,2023-02-08,14517,2.0,paq,capacillo no. 69 decorado 40 pz,24.08,12.04,CAPACILLOS,,2023-02-06,False,,1266,CAPACILLO NO. 69 DECORADO 40 PZ,
CRAVIOTO,2023-02-08,14517,1.0,pz,celofan 6x25 100 pz,22.91,22.91,CONSUMIBLES,,2023-02-06,False,,1267,CELOFAN 6X25 100 PZ,
CRAVIOTO,2023-02-08,14517,1.0,pz,alpezzi chips blanco 500 gr,70.49,70.49,CHOCOLATE,,2023-02-06,False,,1268,ALPEZZI CHIPS BLANCO 500 GR,
CRAVIOTO,2023-02-08,14517,1.0,pz,bondi mega webo late distroller,120.25,120.25,OTROS,,2023-02-06,False,,1269,BONDI MEGA WEBO LATE DISTROLLER,
CRAVIOTO,2023-02-08,14517,1.0,paq,inix contenedor multiusos 25 pz,153.6,153.6,EMPAQUE,,2023-02-06,False,,1270,INIX CONTENEDOR MULTIUSOS 25 PZ,
REPOSTEARTE,2023-02-08,ND,1.0,pz,base 28,11.5,11.5,BASES,,2023-02-06,False,,1271,BASE 28,
REPOSTEARTE,2023-02-08,ND,1.0,kg,Foundant,83.0,83.0,FONDANT,,2023-02-06,False,,1272,FOUNDANT,
REPOSTEARTE,2023-02-08,ND,2.0,pz,caja 12 cupcakes,44.0,22.0,EMPAQUE,,2023-02-06,False,,1273,CAJA 12 CUPCAKES,
OXXO,2023-02-11,2257507,1.0,paq,qsocremaphilade 200g,39.5,39.5,QUESO CREMA,,2023-02-06,False,,1274,QSOCREMAPHILADE 200G,
B. AURRERA,2023-02-12,410152718666906767210,1.0,paq,oreo econopack,35.0,35.0,GALLETAS,,2023-02-06,False,,1275,OREO ECONOPACK,
B. AURRERA,2023-02-12,410152718666906767210,1.0,paq,chantilli dull,61.0,61.0,CHANTILLY,,2023-02-06,False,,1276,CHANTILLI DULL,
B. AURRERA,2023-02-12,410152718666906767210,1.0,pz,oreo 273.6,22.5,22.5,GALLETAS,,2023-02-06,False,,1277,OREO 273.6,
OXXO,2023-02-13,2258598,2.0,pz,huevo blanco pz,6.0,3.0,HUEVO,,2023-02-13,False,,1278,HUEVO BLANCO PZ,
MEGA PLAST,2023-02-13,389781,300.0,g,chips chocolate con l,45.0,150.0,CHOCOLATE,,2023-02-13,False,,1279,CHIPS CHOCOLATE CON L,
MEGA PLAST,2023-02-13,389781,1.0,pz,Nutella chica 350 grs,65.0,65.0,RELLENO,,2023-02-13,False,,1280,NUTELLA CHICA 350 GRS,
MEGA PLAST,2023-02-13,389781,1.0,Kg,Tegral Satin Creme ca ,51.0,51.0,HARINA,VAINILLA,2023-02-13,False,,1281,TEGRAL SATIN CREME CA,
MEGA PLAST,2023-02-13,389781,1.0,pz,relleno zarzamora puratos,52.0,52.0,RELLENO,,2023-02-13,False,,1282,RELLENO ZARZAMORA PURATOS,
B. AURRERA,2023-02-17,,1.0,kg,chantilly dulce,61.0,61.0,CHANTILLY,,2023-02-13,False,,1283,CHANTILLY DULCE,
MEGA PLAST,2023-02-18,390737,1.0,Kg,Tegral Satin Red Velvet Puratos,65.0,65.0,HARINA,RED VELVET,2023-02-13,False,,1284,TEGRAL SATIN RED VELVET PURATOS,
MEGA PLAST,2023-02-18,390737,1.0,Kg,Tegral Satin Creme ca ,51.0,51.0,HARINA,VAINILLA,2023-02-13,False,,1285,TEGRAL SATIN CREME CA,
MEGA PLAST,2023-02-18,390737,2.0,pz,Domo mantecada 12 cavidades,32.0,16.0,EMPAQUE,,2023-02-13,False,,1286,DOMO MANTECADA 12 CAVIDADES,
MEGA PLAST,2023-02-18,390737,100.0,g,Granillo Turin Semi amargo,22.0,220.0,CHOCOLATE,,2023-02-13,False,,1287,GRANILLO TURIN SEMI AMARGO,
MEGA PLAST,2023-02-18,390737,100.0,g,granillo turin leche,24.0,240.0,CHOCOLATE,,2023-02-13,False,,1288,GRANILLO TURIN LECHE,
MEGA PLAST,2023-02-18,390737,100.0,g,chips chocolate semi,15.0,150.0,CHOCOLATE,,2023-02-13,False,,1289,CHIPS CHOCOLATE SEMI,
MEGA PLAST,2023-02-18,390737,200.0,g,chips rojo alpezzi c/,30.0,150.0,CHOCOLATE,,2023-02-13,False,,1290,CHIPS ROJO ALPEZZI C/,
MEGA PLAST,2023-02-18,390737,1.0,pz,Queso philadelphia 190g,35.0,35.0,QUESO CREMA,,2023-02-13,False,,1291,QUESO PHILADELPHIA 190G,
MEGA PLAST,2023-02-18,390737,1.0,Kg,Easy pastel tres leches,65.0,65.0,HARINA,CHOCOLATE,2023-02-13,False,,1292,EASY PASTEL TRES LECHES,
B. AURRERA,2023-02-20,2312240358444714849061,2.0,paq,AC AU800,74.0,37.0,ACEITE,,2023-02-20,False,,1293,AC AU800,
B. AURRERA,2023-02-20,24712137666906735280,2.0,paq,gloria man,47.0,23.5,MANTEQUILLA,,2023-02-20,False,,1294,GLORIA MAN,
B. AURRERA,2023-02-20,24712137666906735280,1.0,paq,oreo 273.6,22.5,22.5,GALLETAS,,2023-02-20,False,,1295,OREO 273.6,
B. AURRERA,2023-02-20,24712137666906735280,1.0,kg,harina tri,20.0,20.0,HARINA,TRIGO,2023-02-20,False,,1296,HARINA TRI,
B. AURRERA,2023-02-27,1594043854020650408395,1.0,pz,Philly Qso,76.0,76.0,QUESO CREMA,,2023-02-27,False,,1297,PHILLY QSO,
B. AURRERA,2023-02-27,1594043854020650408395,1.0,paq,au huevo 1,47.0,47.0,HUEVO,,2023-02-27,False,,1298,AU HUEVO 1,
B. AURRERA,2023-02-27,1594043854020650408395,1.0,paq,pro 2 pack,20.0,20.0,OTROS,,2023-02-27,False,,1299,PRO 2 PACK,
B. AURRERA,2023-02-27,1594043854020650408395,1.0,paq,chantilli dull,61.0,61.0,CHANTILLY,,2023-02-27,False,,1300,CHANTILLI DULL,
B. AURRERA,2023-02-27,1594043854020650408395,1.0,pz,nido f 120,24.0,24.0,LECHE EN POLVO,,2023-02-27,False,,1301,NIDO F 120,
B. AURRERA,2023-02-27,1594043854020650408395,1.0,kg,harina tri,20.0,20.0,HARINA,TRIGO,2023-02-27,False,,1302,HARINA TRI,
B. AURRERA,2023-02-27,1594043854020650408395,2.0,pz,aceite aurrera 800,74.0,37.0,ACEITE,,2023-02-27,False,,1303,ACEITE AURRERA 800,
MEGA PLAST,2023-02-27,392248,1.0,kg,Easy pastel tres leches,65.0,65.0,HARINA,CHOCOLATE,2023-02-27,False,,1304,EASY PASTEL TRES LECHES,
MEGA PLAST,2023-02-27,392248,100.0,g,granillo turin blanco,24.0,240.0,CHOCOLATE,,2023-02-27,False,,1305,GRANILLO TURIN BLANCO,
REPOSTEARTE,2023-02-27,ND,1.0,pz,oblea arroz,45.0,45.0,TRANSFER,,2023-02-27,False,,1306,OBLEA ARROZ,
REPOSTEARTE,2023-02-27,ND,1.0,pz,base doble 32 cm,38.0,38.0,BASES,,2023-02-27,False,,1307,BASE DOBLE 32 CM,
REPOSTEARTE,2023-03-01,ND,1.0,pz,brillo estrella,100.0,100.0,DECORACION,,2023-02-27,False,,1308,BRILLO ESTRELLA,
REPOSTEARTE,2023-03-01,ND,1.0,pz,Transfer,90.0,90.0,TRANSFER,,2023-02-27,False,,1309,TRANSFER,
REPOSTEARTE,2023-03-01,ND,1.0,pz,base 36cm doble,50.0,50.0,BASES,,2023-02-27,False,,1310,BASE 36CM DOBLE,
REPOSTEARTE,2023-03-01,ND,2.0,kg,Foundant,166.0,83.0,FONDANT,,2023-02-27,False,,1311,FOUNDANT,
REPOSTEARTE,2023-03-01,ND,2.0,pz,base 30 cm,24.0,12.0,BASES,,2023-02-27,False,,1312,BASE 30 CM,
REPOSTEARTE,2023-03-01,ND,50.0,g,perlas,18.0,360.0,DECORACION,,2023-02-27,False,,1313,PERLAS,
REPOSTEARTE,2023-03-01,ND,1.0,pz,extrude,140.0,140.0,OTROS,,2023-02-27,False,,1314,EXTRUDE,
REPOSTEARTE,2023-03-01,ND,1.0,kg,Foundant,83.0,83.0,FONDANT,,2023-02-27,False,,1315,FOUNDANT,
REPOSTEARTE,2023-03-01,ND,1.0,pz,alambre,55.0,55.0,OTROS,,2023-02-27,False,,1316,ALAMBRE,
REPOSTEARTE,2023-03-01,ND,2.0,kg,Foundant,166.0,83.0,FONDANT,,2023-02-27,False,,1317,FOUNDANT,
CRAVIOTO,2023-03-09,95774,1.0,pz,molde para chocolate,19.72,19.72,HERRAMIENTA,,2023-03-06,False,,1318,MOLDE PARA CHOCOLATE,
CRAVIOTO,2023-03-09,95774,1.0,paq,ferrero rocher T-16,106.98,106.98,CHOCOLATE,,2023-03-06,False,,1319,FERRERO ROCHER T-16,
CRAVIOTO,2023-03-09,95774,1.0,paq,capacillo No. 72 decorado 25 pz,24.29,24.29,CAPACILLOS,,2023-03-06,False,,1320,CAPACILLO NO. 72 DECORADO 25 PZ,
CRAVIOTO,2023-03-09,95774,1.0,paq,kisses leche choc bl 807 gr,187.08,187.08,CHOCOLATE,,2023-03-06,False,,1321,KISSES LECHE CHOC BL 807 GR,
CRAVIOTO,2023-03-09,95774,1.0,pz,manga n.12,23.92,23.92,CONSUMIBLES,,2023-03-06,False,,1322,MANGA N.12,
CRAVIOTO,2023-03-09,95774,1.0,pz,puratos fruitfil fresa 1 kg,54.72,54.72,RELLENO,,2023-03-06,False,,1323,PURATOS FRUITFIL FRESA 1 KG,
CRAVIOTO,2023-03-09,95774,3.0,paq,capacillo no. 4 decorado 50 pz,38.97,12.99,CAPACILLOS,,2023-03-06,False,,1324,CAPACILLO NO. 4 DECORADO 50 PZ,
REPOSTEARTE,2023-03-10,ND,1.0,pz,pincel,10.0,10.0,HERRAMIENTA,,2023-03-06,False,,1325,PINCEL,
REPOSTEARTE,2023-03-10,ND,1.0,pz,ilegible (roods),37.5,37.5,OTROS,,2023-03-06,False,,1326,ILEGIBLE (ROODS),
REPOSTEARTE,2023-03-10,ND,100.0,g,perlas,35.0,350.0,DECORACION,,2023-03-06,False,,1327,PERLAS,
REPOSTEARTE,2023-03-10,ND,2.0,pz,caja cupcakes 12,44.0,22.0,EMPAQUE,,2023-03-06,False,,1328,CAJA CUPCAKES 12,
EL SOL FRIJOLERO,2023-03-15,160414,1.99,kg,huevo blanco tepa de linea,79.6,40.0,HUEVO,,2023-03-13,False,,1329,HUEVO BLANCO TEPA DE LINEA,
B. AURRERA,2023-03-15,179493469041958053181,1.0,pz,AC AU800,37.0,37.0,ACEITE,,2023-03-13,False,,1330,AC AU800,
B. AURRERA,2023-03-15,179493469041958053181,1.0,pz,iberia 90,15.0,15.0,MANTEQUILLA,,2023-03-13,False,,1331,IBERIA 90,
B. AURRERA,2023-03-15,179493469041958053181,1.0,pz,gloria man,63.0,63.0,MANTEQUILLA,,2023-03-13,False,,1332,GLORIA MAN,
MEGA PLAST,2023-03-15,394830,500.0,g,crema cacahuate suelta,34.0,68.0,OTROS,,2023-03-13,False,,1333,CREMA CACAHUATE SUELTA,
MEGA PLAST,2023-03-15,394830,3.0,kg,Tegral Satin Creme ca ,153.0,51.0,HARINA,VAINILLA,2023-03-13,False,,1334,TEGRAL SATIN CREME CA,
MEGA PLAST,2023-03-15,394830,1.0,kg,Easy pastel tres leches,65.0,65.0,HARINA,CHOCOLATE,2023-03-13,False,,1335,EASY PASTEL TRES LECHES,
MEGA PLAST,2023-03-15,394830,1.0,kg,queso crema suelto,155.0,155.0,QUESO CREMA,,2023-03-13,False,,1336,QUESO CREMA SUELTO,
MEGA PLAST,2023-03-15,394830,200.0,g,chips chocolate con l,30.0,150.0,CHOCOLATE,,2023-03-13,False,,1337,CHIPS CHOCOLATE CON L,
MEGA PLAST,2023-03-15,394830,100.0,g,Confitier leche TURIN,23.0,230.0,CHOCOLATE,,2023-03-13,False,,1338,CONFITIER LECHE TURIN,
MEGA PLAST,2023-03-15,394830,1.0,pz,Nutella chica 350 grs,65.0,65.0,RELLENO,,2023-03-13,False,,1339,NUTELLA CHICA 350 GRS,
MEGA PLAST,2023-03-15,394830,2.0,pz,domo 1/4 plancha,50.0,25.0,EMPAQUE,,2023-03-13,False,,1340,DOMO 1/4 PLANCHA,
MEGA PLAST,2023-03-15,394830,2.0,pz,Domo mantecada 12 cavidades,32.0,16.0,EMPAQUE,,2023-03-13,False,,1341,DOMO MANTECADA 12 CAVIDADES,
